Date,Symbol,Close Price,Avg Entry Price,Quantity,PnL
2024-11-27,NSE:WAAREEENER-EQ,2607.75,2400.0,6,1246.5
2024-11-28,NSE:KRN-EQ,745.6,468.86,31,8578.94
2024-11-28,NSE:WAAREEENER-EQ,2633.85,2400.0,6,1403.1
2024-11-29,NSE:KRN-EQ,782.25,468.86,31,9715.09
2024-11-29,NSE:WAAREEENER-EQ,2667.75,2400.0,6,1606.5
2024-12-02,NSE:KRN-EQ,828.35,468.86,31,11144.19
2024-12-02,NSE:WAAREEENER-EQ,2740.3,2400.0,6,2041.8
2024-12-03,NSE:KRN-EQ,830.7,468.86,31,11217.04
2024-12-03,NSE:WAAREEENER-EQ,2696.95,2400.0,6,1781.7
2024-12-04,NSE:KRN-EQ,823.95,468.86,31,11007.79
2024-12-04,NSE:WAAREEENER-EQ,2722.15,2400.0,6,1932.9
2024-12-05,NSE:KRN-EQ,841.4,468.86,31,11548.74
2024-12-05,NSE:WAAREEENER-EQ,2839.35,2400.0,6,2636.1
2024-12-06,NSE:KRN-EQ,847.6,468.86,31,11740.94
2024-12-06,NSE:WAAREEENER-EQ,2903.1,2400.0,6,3018.6
2024-12-09,NSE:KRN-EQ,842.35,468.86,31,11578.19
2024-12-09,NSE:WAAREEENER-EQ,2971.3,2400.0,6,3427.8
2024-12-10,NSE:KRN-EQ,835.35,468.86,31,11361.19
2024-12-10,NSE:WAAREEENER-EQ,3134.65,2400.0,6,4407.9
2024-12-11,NSE:KRN-EQ,834.0,468.86,31,11319.34
2024-12-11,NSE:WAAREEENER-EQ,3174.7,2400.0,6,4648.2
2024-12-12,NSE:KRN-EQ,798.0,468.86,31,10203.34
2024-12-12,NSE:WAAREEENER-EQ,3292.25,2400.0,6,5353.5
2024-12-13,NSE:KRN-EQ,783.6,468.86,31,9756.94
2024-12-13,NSE:WAAREEENER-EQ,3217.05,2400.0,6,4902.3
2024-12-16,NSE:EIEL-EQ,329.71,316.99,47,597.84
2024-12-16,NSE:KRN-EQ,786.85,468.86,31,9857.69
2024-12-16,NSE:WAAREEENER-EQ,3133.15,2400.0,6,4398.9
2024-12-17,NSE:DEEPINDS-EQ,595.0,576.47,26,481.78
2024-12-17,NSE:EIEL-EQ,380.59,316.99,47,2989.2
2024-12-17,NSE:KRN-EQ,768.7,468.86,31,9295.04
2024-12-17,NSE:WAAREEENER-EQ,3101.0,2400.0,6,4206.0
2024-12-18,NSE:DEEPINDS-EQ,613.5,576.47,26,962.78
2024-12-18,NSE:EIEL-EQ,342.53,316.99,47,1200.38
2024-12-18,NSE:KRN-EQ,759.55,468.86,31,9011.39
2024-12-18,NSE:WAAREEENER-EQ,3042.15,2400.0,6,3852.9
2024-12-19,NSE:DEEPINDS-EQ,601.8,576.47,26,658.58
2024-12-19,NSE:EIEL-EQ,350.43,316.99,47,1571.68
2024-12-19,NSE:IKS-EQ,1960.85,1925.0,7,250.95
2024-12-19,NSE:KRN-EQ,739.15,468.86,31,8378.99
2024-12-19,NSE:WAAREEENER-EQ,3039.1,2400.0,6,3834.6
2024-12-20,NSE:DEEPINDS-EQ,580.7,576.47,26,109.98
2024-12-20,NSE:EIEL-EQ,320.92,316.99,47,184.71
2024-12-20,NSE:IGIL-EQ,471.15,506.0,29,-1010.65
2024-12-20,NSE:IKS-EQ,1885.8,1925.0,7,-274.4
2024-12-20,NSE:KRN-EQ,703.45,468.86,31,7272.29
2024-12-20,NSE:WAAREEENER-EQ,2879.35,2400.0,6,2876.1
2024-12-23,NSE:DEEPINDS-EQ,566.1,576.47,26,-269.62
2024-12-23,NSE:EIEL-EQ,321.86,316.99,47,228.89
2024-12-23,NSE:IGIL-EQ,482.2,506.0,29,-690.2
2024-12-23,NSE:IKS-EQ,1895.8,1925.0,7,-204.4
2024-12-23,NSE:KRN-EQ,710.3,468.86,31,7484.64
2024-12-23,NSE:WAAREEENER-EQ,2932.45,2400.0,6,3194.7
2024-12-24,NSE:DEEPINDS-EQ,585.55,576.47,26,236.08
2024-12-24,NSE:EIEL-EQ,324.68,316.99,47,361.43
2024-12-24,NSE:IGIL-EQ,527.5,506.0,29,623.5
2024-12-24,NSE:IKS-EQ,1921.95,1925.0,7,-21.35
2024-12-24,NSE:KRN-EQ,717.55,468.86,31,7709.39
2024-12-24,NSE:WAAREEENER-EQ,2868.7,2400.0,6,2812.2
2024-12-26,NSE:DEEPINDS-EQ,544.7,576.47,26,-826.02
2024-12-26,NSE:EIEL-EQ,327.37,316.99,47,487.86
2024-12-26,NSE:IGIL-EQ,580.25,506.0,29,2153.25
2024-12-26,NSE:IKS-EQ,2145.7,1925.0,7,1544.9
2024-12-26,NSE:KRN-EQ,704.2,468.86,31,7295.54
2024-12-26,NSE:WAAREEENER-EQ,2823.15,2400.0,6,2538.9
2024-12-27,NSE:DAMCAPITAL-EQ,415.1,400.85,37,527.25
2024-12-27,NSE:DEEPINDS-EQ,550.7,576.47,26,-670.02
2024-12-27,NSE:EIEL-EQ,319.86,316.99,47,134.89
2024-12-27,NSE:IGIL-EQ,586.6,506.0,29,2337.4
2024-12-27,NSE:IKS-EQ,2005.6,1925.0,7,564.2
2024-12-27,NSE:KRN-EQ,731.75,468.86,31,8149.59
2024-12-27,NSE:WAAREEENER-EQ,2790.4,2400.0,6,2342.4
2024-12-30,NSE:DAMCAPITAL-EQ,371.55,400.85,37,-1084.1
2024-12-30,NSE:DEEPINDS-EQ,542.5,576.47,26,-883.22
2024-12-30,NSE:EIEL-EQ,301.91,316.99,47,-708.76
2024-12-30,NSE:IGIL-EQ,554.55,506.0,29,1407.95
2024-12-30,NSE:IKS-EQ,1910.85,1925.0,7,-99.05
2024-12-30,NSE:KRN-EQ,700.7,468.86,31,7187.04
2024-12-30,NSE:SENORES-EQ,557.05,576.7,26,-510.9
2024-12-30,NSE:WAAREEENER-EQ,2775.45,2400.0,6,2252.7
2024-12-31,NSE:DAMCAPITAL-EQ,381.5,400.85,37,-715.95
2024-12-31,NSE:DEEPINDS-EQ,547.25,576.47,26,-759.72
2024-12-31,NSE:EIEL-EQ,311.87,316.99,47,-240.64
2024-12-31,NSE:IGIL-EQ,553.9,506.0,29,1389.1
2024-12-31,NSE:IKS-EQ,1919.5,1925.0,7,-38.5
2024-12-31,NSE:KRN-EQ,700.5,468.86,31,7180.84
2024-12-31,NSE:SENORES-EQ,568.6,576.7,26,-210.6
2024-12-31,NSE:UNIMECH-EQ,1376.25,1353.75,11,247.5
2024-12-31,NSE:WAAREEENER-EQ,2854.6,2400.0,6,2727.6
2025-01-01,NSE:DAMCAPITAL-EQ,382.95,400.85,37,-662.3
2025-01-01,NSE:DEEPINDS-EQ,553.05,576.47,26,-608.92
2025-01-01,NSE:EIEL-EQ,315.0,316.99,47,-93.53
2025-01-01,NSE:IGIL-EQ,594.9,506.0,29,2578.1
2025-01-01,NSE:IKS-EQ,1943.25,1925.0,7,127.75
2025-01-01,NSE:KRN-EQ,769.7,468.86,31,9326.04
2025-01-01,NSE:SENORES-EQ,571.3,576.7,26,-140.4
2025-01-01,NSE:UNIMECH-EQ,1444.2,1353.75,11,994.95
2025-01-01,NSE:WAAREEENER-EQ,2862.2,2400.0,6,2773.2
2025-01-02,NSE:DAMCAPITAL-EQ,396.6,400.85,37,-157.25
2025-01-02,NSE:DEEPINDS-EQ,578.15,576.47,26,43.68
2025-01-02,NSE:EIEL-EQ,316.6,316.99,47,-18.33
2025-01-02,NSE:IGIL-EQ,597.25,506.0,29,2646.25
2025-01-02,NSE:IKS-EQ,1936.35,1925.0,7,79.45
2025-01-02,NSE:KRN-EQ,792.75,468.86,31,10040.59
2025-01-02,NSE:SENORES-EQ,572.9,576.7,26,-98.8
2025-01-02,NSE:UNIMECH-EQ,1457.15,1353.75,11,1137.4
2025-01-02,NSE:WAAREEENER-EQ,2839.1,2400.0,6,2634.6
2025-01-03,NSE:DAMCAPITAL-EQ,404.05,400.85,37,118.4
2025-01-03,NSE:DEEPINDS-EQ,589.65,576.47,26,342.68
2025-01-03,NSE:EIEL-EQ,325.45,316.99,47,397.62
2025-01-03,NSE:IGIL-EQ,615.2,506.0,29,3166.8
2025-01-03,NSE:IKS-EQ,1939.1,1925.0,7,98.7
2025-01-03,NSE:KRN-EQ,795.5,468.86,31,10125.84
2025-01-03,NSE:SENORES-EQ,573.15,576.7,26,-92.3
2025-01-03,NSE:UNIMECH-EQ,1445.15,1353.75,11,1005.4
2025-01-03,NSE:WAAREEENER-EQ,2820.85,2400.0,6,2525.1
2025-01-06,NSE:DAMCAPITAL-EQ,388.0,400.85,37,-475.45
2025-01-06,NSE:DEEPINDS-EQ,564.1,576.47,26,-321.62
2025-01-06,NSE:EIEL-EQ,305.9,316.99,47,-521.23
2025-01-06,NSE:IGIL-EQ,587.0,506.0,29,2349.0
2025-01-06,NSE:IKS-EQ,1867.35,1925.0,7,-403.55
2025-01-06,NSE:KRN-EQ,747.55,468.86,31,8639.39
2025-01-06,NSE:SENORES-EQ,552.9,576.7,26,-618.8
2025-01-06,NSE:UNIMECH-EQ,1344.15,1353.75,11,-105.6
2025-01-06,NSE:WAAREEENER-EQ,2741.6,2400.0,6,2049.6
2025-01-07,NSE:DAMCAPITAL-EQ,402.0,400.85,37,42.55
2025-01-07,NSE:DEEPINDS-EQ,604.9,576.47,26,739.18
2025-01-07,NSE:EIEL-EQ,311.0,316.99,47,-281.53
2025-01-07,NSE:IGIL-EQ,612.5,506.0,29,3088.5
2025-01-07,NSE:IKS-EQ,1973.95,1925.0,7,342.65
2025-01-07,NSE:KRN-EQ,775.4,468.86,31,9502.74
2025-01-07,NSE:SENORES-EQ,559.5,576.7,26,-447.2
2025-01-07,NSE:UNIMECH-EQ,1385.55,1353.75,11,349.8
2025-01-07,NSE:WAAREEENER-EQ,2769.0,2400.0,6,2214.0
2025-01-08,NSE:DAMCAPITAL-EQ,388.45,400.85,37,-458.8
2025-01-08,NSE:DEEPINDS-EQ,605.95,576.47,26,766.48
2025-01-08,NSE:EIEL-EQ,306.4,316.99,47,-497.73
2025-01-08,NSE:IGIL-EQ,620.4,506.0,29,3317.6
2025-01-08,NSE:IKS-EQ,1946.95,1925.0,7,153.65
2025-01-08,NSE:KRN-EQ,760.5,468.86,31,9040.84
2025-01-08,NSE:SENORES-EQ,556.15,576.7,26,-534.3
2025-01-08,NSE:UNIMECH-EQ,1353.9,1353.75,11,1.65
2025-01-08,NSE:WAAREEENER-EQ,2697.65,2400.0,6,1785.9
2025-01-09,NSE:DAMCAPITAL-EQ,381.8,400.85,37,-704.85
2025-01-09,NSE:DEEPINDS-EQ,589.5,576.47,26,338.78
2025-01-09,NSE:EIEL-EQ,294.3,316.99,47,-1066.43
2025-01-09,NSE:IGIL-EQ,602.9,506.0,29,2810.1
2025-01-09,NSE:IKS-EQ,1954.05,1925.0,7,203.35
2025-01-09,NSE:KRN-EQ,731.2,468.86,31,8132.54
2025-01-09,NSE:SENORES-EQ,531.2,576.7,26,-1183.0
2025-01-09,NSE:UNIMECH-EQ,1301.45,1353.75,11,-575.3
2025-01-09,NSE:WAAREEENER-EQ,2600.4,2400.0,6,1202.4
2025-01-10,NSE:DAMCAPITAL-EQ,357.2,400.85,37,-1615.05
2025-01-10,NSE:DEEPINDS-EQ,572.5,576.47,26,-103.22
2025-01-10,NSE:EIEL-EQ,285.7,316.99,47,-1470.63
2025-01-10,NSE:IGIL-EQ,585.85,506.0,29,2315.65
2025-01-10,NSE:IKS-EQ,1914.35,1925.0,7,-74.55
2025-01-10,NSE:KRN-EQ,706.95,468.86,31,7380.79
2025-01-10,NSE:SAGILITY-EQ,49.74,50.01,299,-80.73
2025-01-10,NSE:SENORES-EQ,502.85,576.7,26,-1920.1
2025-01-10,NSE:UNIMECH-EQ,1272.05,1353.75,11,-898.7
2025-01-10,NSE:WAAREEENER-EQ,2565.0,2400.0,6,990.0
2025-01-13,NSE:DAMCAPITAL-EQ,326.8,400.85,37,-2739.85
2025-01-13,NSE:DEEPINDS-EQ,544.95,576.47,26,-819.52
2025-01-13,NSE:EIEL-EQ,266.45,316.99,47,-2375.38
2025-01-13,NSE:IGIL-EQ,548.7,506.0,29,1238.3
2025-01-13,NSE:IKS-EQ,1867.65,1925.0,7,-401.45
2025-01-13,NSE:KRN-EQ,711.5,468.86,31,7521.84
2025-01-13,NSE:SAGILITY-EQ,49.1,50.01,299,-272.09
2025-01-13,NSE:SENORES-EQ,444.3,576.7,26,-3442.4
2025-01-13,NSE:UNIMECH-EQ,1239.55,1353.75,11,-1256.2
2025-01-13,NSE:WAAREEENER-EQ,2487.2,2400.0,6,523.2
2025-01-14,NSE:DAMCAPITAL-EQ,344.6,400.85,37,-2081.25
2025-01-14,NSE:DEEPINDS-EQ,543.0,576.47,26,-870.22
2025-01-14,NSE:EIEL-EQ,280.1,316.99,47,-1733.83
2025-01-14,NSE:IGIL-EQ,548.85,506.0,29,1242.65
2025-01-14,NSE:IKS-EQ,1936.7,1925.0,7,81.9
2025-01-14,NSE:KRN-EQ,735.3,468.86,31,8259.64
2025-01-14,NSE:SAGILITY-EQ,48.23,50.01,299,-532.22
2025-01-14,NSE:SENORES-EQ,464.75,576.7,26,-2910.7
2025-01-14,NSE:UNIMECH-EQ,1250.15,1353.75,11,-1139.6
2025-01-14,NSE:WAAREEENER-EQ,2617.1,2400.0,6,1302.6
2025-01-15,NSE:DAMCAPITAL-EQ,339.8,400.85,37,-2258.85
2025-01-15,NSE:DEEPINDS-EQ,538.6,576.47,26,-984.62
2025-01-15,NSE:EIEL-EQ,276.7,316.99,47,-1893.63
2025-01-15,NSE:IGIL-EQ,540.05,506.0,29,987.45
2025-01-15,NSE:IKS-EQ,1917.95,1925.0,7,-49.35
2025-01-15,NSE:KRN-EQ,728.55,468.86,31,8050.39
2025-01-15,NSE:SAGILITY-EQ,46.81,50.01,299,-956.8
2025-01-15,NSE:SENORES-EQ,470.5,576.7,26,-2761.2
2025-01-15,NSE:UNIMECH-EQ,1224.8,1353.75,11,-1418.45
2025-01-15,NSE:WAAREEENER-EQ,2609.9,2400.0,6,1259.4
2025-01-16,NSE:DAMCAPITAL-EQ,341.85,400.85,37,-2183.0
2025-01-16,NSE:DEEPINDS-EQ,561.15,576.47,26,-398.32
2025-01-16,NSE:EIEL-EQ,279.5,316.99,47,-1762.03
2025-01-16,NSE:IGIL-EQ,546.1,506.0,29,1162.9
2025-01-16,NSE:IKS-EQ,1862.85,1925.0,7,-435.05
2025-01-16,NSE:KRN-EQ,732.25,468.86,31,8165.09
2025-01-16,NSE:SAGILITY-EQ,49.08,50.01,299,-278.07
2025-01-16,NSE:SENORES-EQ,510.8,576.7,26,-1713.4
2025-01-16,NSE:UNIMECH-EQ,1268.1,1353.75,11,-942.15
2025-01-16,NSE:WAAREEENER-EQ,2648.5,2400.0,6,1491.0
2025-01-17,NSE:DAMCAPITAL-EQ,338.45,400.85,37,-2308.8
2025-01-17,NSE:DEEPINDS-EQ,585.6,576.47,26,237.38
2025-01-17,NSE:EIEL-EQ,275.95,316.99,47,-1928.88
2025-01-17,NSE:IGIL-EQ,518.1,506.0,29,350.9
2025-01-17,NSE:IKS-EQ,1871.95,1925.0,7,-371.35
2025-01-17,NSE:KRN-EQ,753.45,468.86,31,8822.29
2025-01-17,NSE:SAGILITY-EQ,48.7,50.01,299,-391.69
2025-01-17,NSE:SENORES-EQ,525.4,576.7,26,-1333.8
2025-01-17,NSE:UNIMECH-EQ,1304.45,1353.75,11,-542.3
2025-01-17,NSE:WAAREEENER-EQ,2605.3,2400.0,6,1231.8
2025-01-20,NSE:DAMCAPITAL-EQ,330.5,400.85,37,-2602.95
2025-01-20,NSE:DEEPINDS-EQ,585.0,576.47,26,221.78
2025-01-20,NSE:EIEL-EQ,275.85,316.99,47,-1933.58
2025-01-20,NSE:IGIL-EQ,522.0,506.0,29,464.0
2025-01-20,NSE:IKS-EQ,1925.65,1925.0,7,4.55
2025-01-20,NSE:KRN-EQ,828.75,468.86,31,11156.59
2025-01-20,NSE:SAGILITY-EQ,47.77,50.01,299,-669.76
2025-01-20,NSE:SENORES-EQ,525.3,576.7,26,-1336.4
2025-01-20,NSE:UNIMECH-EQ,1281.85,1353.75,11,-790.9
2025-01-20,NSE:WAAREEENER-EQ,2634.6,2400.0,6,1407.6
2025-01-21,NSE:DAMCAPITAL-EQ,309.2,400.85,37,-3391.05
2025-01-21,NSE:DEEPINDS-EQ,575.5,576.47,26,-25.22
2025-01-21,NSE:EIEL-EQ,265.1,316.99,47,-2438.83
2025-01-21,NSE:IGIL-EQ,509.5,506.0,29,101.5
2025-01-21,NSE:IKS-EQ,1884.95,1925.0,7,-280.35
2025-01-21,NSE:KRN-EQ,846.7,468.86,31,11713.04
2025-01-21,NSE:SAGILITY-EQ,48.7,50.01,299,-391.69
2025-01-21,NSE:SENORES-EQ,510.15,576.7,26,-1730.3
2025-01-21,NSE:UNIMECH-EQ,1280.2,1353.75,11,-809.05
2025-01-21,NSE:WAAREEENER-EQ,2673.4,2400.0,6,1640.4
2025-01-22,NSE:DAMCAPITAL-EQ,300.75,400.85,37,-3703.7
2025-01-22,NSE:DEEPINDS-EQ,558.75,576.47,26,-460.72
2025-01-22,NSE:EIEL-EQ,257.25,316.99,47,-2807.78
2025-01-22,NSE:IGIL-EQ,520.4,506.0,29,417.6
2025-01-22,NSE:IKS-EQ,1848.5,1925.0,7,-535.5
2025-01-22,NSE:KRN-EQ,831.1,468.86,31,11229.44
2025-01-22,NSE:SAGILITY-EQ,46.54,50.01,299,-1037.53
2025-01-22,NSE:SENORES-EQ,498.5,576.7,26,-2033.2
2025-01-22,NSE:UNIMECH-EQ,1259.5,1353.75,11,-1036.75
2025-01-22,NSE:WAAREEENER-EQ,2425.1,2400.0,6,150.6
2025-01-23,NSE:DAMCAPITAL-EQ,284.75,400.85,37,-4295.7
2025-01-23,NSE:DEEPINDS-EQ,543.6,576.47,26,-854.62
2025-01-23,NSE:EIEL-EQ,262.45,316.99,47,-2563.38
2025-01-23,NSE:IGIL-EQ,548.35,506.0,29,1228.15
2025-01-23,NSE:IKS-EQ,1821.3,1925.0,7,-725.9
2025-01-23,NSE:KRN-EQ,842.95,468.86,31,11596.79
2025-01-23,NSE:SAGILITY-EQ,46.97,50.01,299,-908.96
2025-01-23,NSE:SENORES-EQ,542.15,576.7,26,-898.3
2025-01-23,NSE:UNIMECH-EQ,1238.2,1353.75,11,-1271.05
2025-01-23,NSE:WAAREEENER-EQ,2343.4,2400.0,6,-339.6
2025-01-24,NSE:DAMCAPITAL-EQ,279.95,400.85,37,-4473.3
2025-01-24,NSE:DEEPINDS-EQ,526.2,576.47,26,-1307.02
2025-01-24,NSE:EIEL-EQ,249.25,316.99,47,-3183.78
2025-01-24,NSE:IGIL-EQ,522.35,506.0,29,474.15
2025-01-24,NSE:IKS-EQ,1779.8,1925.0,7,-1016.4
2025-01-24,NSE:KRN-EQ,809.6,468.86,31,10562.94
2025-01-24,NSE:SAGILITY-EQ,47.98,50.01,299,-606.97
2025-01-24,NSE:SENORES-EQ,560.65,576.7,26,-417.3
2025-01-24,NSE:UNIMECH-EQ,1180.6,1353.75,11,-1904.65
2025-01-24,NSE:WAAREEENER-EQ,2241.7,2400.0,6,-949.8
2025-01-27,NSE:DAMCAPITAL-EQ,288.15,400.85,37,-4169.9
2025-01-27,NSE:DEEPINDS-EQ,490.7,576.47,26,-2230.02
2025-01-27,NSE:EIEL-EQ,237.05,316.99,47,-3757.18
2025-01-27,NSE:IGIL-EQ,484.95,506.0,29,-610.45
2025-01-27,NSE:IKS-EQ,1568.25,1925.0,7,-2497.25
2025-01-27,NSE:KRN-EQ,737.55,468.86,31,8329.39
2025-01-27,NSE:SAGILITY-EQ,45.58,50.01,299,-1324.57
2025-01-27,NSE:SENORES-EQ,508.25,576.7,26,-1779.7
2025-01-27,NSE:UNIMECH-EQ,1216.2,1353.75,11,-1513.05
2025-01-27,NSE:WAAREEENER-EQ,2196.15,2400.0,6,-1223.1
2025-01-28,NSE:DAMCAPITAL-EQ,295.35,400.85,37,-3903.5
2025-01-28,NSE:DEEPINDS-EQ,492.7,576.47,26,-2178.02
2025-01-28,NSE:EIEL-EQ,240.15,316.99,47,-3611.48
2025-01-28,NSE:IGIL-EQ,496.5,506.0,29,-275.5
2025-01-28,NSE:IKS-EQ,1559.85,1925.0,7,-2556.05
2025-01-28,NSE:KRN-EQ,764.1,468.86,31,9152.44
2025-01-28,NSE:SAGILITY-EQ,43.3,50.01,299,-2006.29
2025-01-28,NSE:SENORES-EQ,502.4,576.7,26,-1931.8
2025-01-28,NSE:UNIMECH-EQ,1210.7,1353.75,11,-1573.55
2025-01-28,NSE:WAAREEENER-EQ,2091.95,2400.0,6,-1848.3
2025-01-29,NSE:DAMCAPITAL-EQ,302.8,400.85,37,-3627.85
2025-01-29,NSE:DEEPINDS-EQ,513.8,576.47,26,-1629.42
2025-01-29,NSE:EIEL-EQ,260.1,316.99,47,-2673.83
2025-01-29,NSE:IGIL-EQ,514.75,506.0,29,253.75
2025-01-29,NSE:IKS-EQ,1743.75,1925.0,7,-1268.75
2025-01-29,NSE:KRN-EQ,821.6,468.86,31,10934.94
2025-01-29,NSE:SAGILITY-EQ,45.46,50.01,299,-1360.45
2025-01-29,NSE:SENORES-EQ,513.4,576.7,26,-1645.8
2025-01-29,NSE:UNIMECH-EQ,1306.2,1353.75,11,-523.05
2025-01-29,NSE:WAAREEENER-EQ,2207.55,2400.0,6,-1154.7
2025-01-30,NSE:DAMCAPITAL-EQ,300.3,400.85,37,-3720.35
2025-01-30,NSE:DEEPINDS-EQ,544.65,576.47,26,-827.32
2025-01-30,NSE:EIEL-EQ,254.25,316.99,47,-2948.78
2025-01-30,NSE:IGIL-EQ,508.55,506.0,29,73.95
2025-01-30,NSE:IKS-EQ,1748.7,1925.0,7,-1234.1
2025-01-30,NSE:KRN-EQ,788.1,468.86,31,9896.44
2025-01-30,NSE:SAGILITY-EQ,47.72,50.01,299,-684.71
2025-01-30,NSE:SENORES-EQ,540.65,576.7,26,-937.3
2025-01-30,NSE:UNIMECH-EQ,1274.45,1353.75,11,-872.3
2025-01-30,NSE:WAAREEENER-EQ,2197.1,2400.0,6,-1217.4
2025-01-31,NSE:DAMCAPITAL-EQ,307.75,400.85,37,-3444.7
2025-01-31,NSE:DEEPINDS-EQ,562.4,576.47,26,-365.82
2025-01-31,NSE:EIEL-EQ,261.15,316.99,47,-2624.48
2025-01-31,NSE:IGIL-EQ,506.6,506.0,29,17.4
2025-01-31,NSE:IKS-EQ,1761.15,1925.0,7,-1146.95
2025-01-31,NSE:KRN-EQ,794.2,468.86,31,10085.54
2025-01-31,NSE:SAGILITY-EQ,49.61,50.01,299,-119.6
2025-01-31,NSE:SENORES-EQ,549.85,576.7,26,-698.1
2025-01-31,NSE:UNIMECH-EQ,1254.35,1353.75,11,-1093.4
2025-01-31,NSE:WAAREEENER-EQ,2392.7,2400.0,6,-43.8
2025-02-01,NSE:DAMCAPITAL-EQ,306.35,400.85,37,-3496.5
2025-02-01,NSE:DEEPINDS-EQ,560.05,576.47,26,-426.92
2025-02-01,NSE:EIEL-EQ,257.45,316.99,47,-2798.38
2025-02-01,NSE:IGIL-EQ,512.7,506.0,29,194.3
2025-02-01,NSE:IKS-EQ,1722.25,1925.0,7,-1419.25
2025-02-01,NSE:KRN-EQ,863.1,468.86,31,12221.44
2025-02-01,NSE:SAGILITY-EQ,48.6,50.01,299,-421.59
2025-02-01,NSE:SENORES-EQ,534.05,576.7,26,-1108.9
2025-02-01,NSE:UNIMECH-EQ,1279.3,1353.75,11,-818.95
2025-02-01,NSE:WAAREEENER-EQ,2402.8,2400.0,6,16.8
2025-02-03,NSE:DAMCAPITAL-EQ,292.75,400.85,37,-3999.7
